text,label
"As long as we continue not to make any promises, but keep the matter ""under review"".",0
"Yeah, you any need to be until twelve.",0
Everybody is tired of  Clinton/Gore dirty tricks.?,0
"""return money to the general fund quickly, the state ,s ability to meet all  its  other needs will soon be threatened and credit will be downgraded (note:""",0
6.  There will be no more business trips to London (somewhat kidding).,0
Maybe she has some  info that would help us all?!,0
He did as well.,0
I could very easily use that same excuse you did about forgetting anything.,1
"""So anything we do to reduce the lighting bill is going to  help the energy crisis.""""""",0
The it twenty seven was seventy nine.,0
"Yeah, go on it nametoken u the one.",0
They're nametoken,0
Did you tell the mortar the all money a u can be two nametoken seven twenty seven seven?,0
uncommontoken comrade again.,0
I think there is three uncommontoken,0
It was nametoken,0
"""""""We believe we have a strong legal position,"""" SDG&E spokesman Ed Van Herik  said.""",0
We going to do it string out twelve.,0
Welcome back here.,0
I said the man I I said to manmade.,0
See article: Post-mortem on Black October,0
"M m m o, i'm just nametoken",0
branding and bad media relations.,0
This week's remaining key US indicator is existing home sales.,0
Very simply.,0
"I'm nametoken the discussion because i'm going to nametoken with a lot of otherwise like I just between you and me like I think that all needs to be, but more nametoken",1
That'll be somthing to work on okay.,0
Please send me any dates you plan to be out of the office during September as  soon as possible.,0
"Calpers defends decision to keep quiet on Enron  SAN FRANCISCO, Feb 5 (Reuters) -",1
Oh my god uncommontoken,0
Thank you right it.,0
"""""""There was a lot we didn't know,"""" he admits, """"but we thought we'd adequately protected our shareholders.""""""",0
The September Canadian Dollar was lower overnight following Wednesday's key reversal down.,0
Does anyone have any  thoughts on this?,0
"Yeah okay, good so eh.",0
"""We're still waiting on Kam to provide the P.V. Factors, she's having trouble  locating, but we have the spreadsheet almost complete.""",0
I heard nametoken,0
"I don't want to do a a incompetent outdo have to be like a double down with something, but I uncommontoken",0
Where did the problem enter the you know I and turn to the transaction and then whose liability is it we.,0
We've got stuff marked way way way too high and and I mean really it's it's.,0
So i'm uncommontoken one case the water ust walking on.,0
I have another potential EOL customer that needs to have a CA executed prior to delivering financial statements.,0
"Kuehl, Toby   Sent:	Wednesday, January 09, 2002 1:43 PM To:	Green, Alma; Matheson, Maggie; Carter, Zuela; Clapper, Karen; Bastida, Nancy; Eldridge, Dale; Laferla, Lynda ; Collins, Marion; Howard, Jack; Hanagriff, Richard; Draemer, Mary ; Trevino, Linda; Studebaker, James ; Rivers, Cynthia; Mulligan, Amy; Kowalke, Terry; Schoolcraft, Darrell; Salinas, Marian; Kovalcik, Tammy; Lokey, Teb; Buehler, Craig; Betancourt, Ramona",0
"""In fact, I had almost decided not to go to the Buffett New Year's Eve Show.""",0
i swore him to secrecy,1
"In terms of the market finding out, we always say that our assets are always for sale so I don't think we are giving away anything new.",1
As long as brazil doesn't just continue to weekend this.,0
So please keep this just between us.,1
Im down it.,0
I am also including a message I sent to Julie today.,0
This is particularly true if this week's audit shows the two  corporations transferring  billions of dollars in the last few years into stock buybacks and shareholder  dividend payments.,0
"""At the same time, we've taken pretty minimal risk.""",0
"""""""Because quite a few units are coming back from maintenance, next week's really going to soften up.""""""",0
I will make the arrangements.,0
"If i'm if i'm saying that it it's the same yield, it only takes it nametoken",0
Shall I uncommontoken,0
You don't move the client.,0
It's like group specific.,0
keep this on the dl,1
Maybe twenty one against may twenty one beta.,0
My question was a bit vague - I meant to ask if you had spoken to the editor about the series of articles?,0
"""Allowing a company official to run the partnerships raises the question of impropriety, said Andre Meade, an analyst at Commerzbank Securities who rates Enron a ``buy'' and owns no company shares.""",0
She was pleased to hear about the extension til Wed 12:00 for her responses.,0
I was told that you are the person that I need to have look at if we can do this.,0
"""Consequently, in order to have firm rights to  injection capacity, it would have to be reserved 365 days out of a year.""",0
I'm still working sistema la.,0
Judy gave me these names of people that were cut.,0
Why would he ceo say their stock prices too high nametoken as I think that's an hat's definitely.,0
Still did.,0
Keep in mind.,0
"""In the Duquesne Light Service Territory in 1996, rates for some customers approached 50 percent above the national average, with residential customers paying more than 12 cents per kilowatt-hour (kWh).""",0
How our traders private sizes size buckets so that's sentido working separately with nametoken to optimize is part of like the configuration.,0
I'm at the hollowed halls of Harvard Bus.,0
I'm just going to shore nametoken,0
To register by web:,0
I entrust that you will not forward to anyone.,1
"So yeah, and I think it becomes.",0
"I usually get upgraded to a suite, so if that is the case, it is more discreet to meet there.",1
How much these names.,0
I think nametoken excel.,0
It should be ten forty.,0
"""4-Question Interview  During this step-by-step online workshop, you'll learn:""",0
"Hi, it seems like you might have stepped away.",0
Twenty four to six.,0
Welcome to the I ever on more nametoken you sound very energetic this morning.,0
"""?????""""So far, the version of blackouts we've experienced hasn't looked too  scary to people--it happens on a workday, in the afternoon, and you basically  have to come home and reset your VCR,"""" said Dan Kammen, a professor of energy  and society at UC Berkeley.""",0
"Um, but let me check in with the desk and see where the book is and then he had it close to enough to print.",0
It has been quiet.,0
uncommontoken via atheist no.,0
"sbishop@gibbs-bruns.com; Kean, Steven; Kitchen, Louise; jklauberg@llgm.com;  Lavorato, John; Mellencamp, Lisa; Sanders, Richard; Shapiro, Richard; Sharp,  Vicki; Smith, Michael; Steffes, James; Tribolet, Michael; Whalley, Greg;  Williams, Robert; dwatkiss@bracepatt.com",0
Remain silent on jurisdiction.,1
"I need to get some feedback for nametoken but since he didn't mention it since he didn't buy it, i'm didn't like that on.",0
That's his last name shaw.,0
All this above and my passion for this industry and Enron  give me confidence  to explore the opportunity to work in ENA.,0
Let's say nametoken's forecast is right so uncommontoken out this morning.,0
I don't say about this a oysters.,0
I think the match may are there far.,0
I don't know anything about this swap and Mary is on vacation.,0
Teenager on that aes.,0
"""Mr. Sharpton said that because everyone was focused on the investigation, the workers' troubles were being overlooked.""",0
It's not like we're close no.,0
I think it's totally right that like it's computing.,0
I mean I not tell you.,1
between us your nametoken,1
It was uncommontoken general like allstate.,0
"Ah, twenty months versus to your cat trade point two.",0
Randall Lutter and Howard Gruenspecht urge the EPA to get independent scientific advice about cancer risk from reduced ground-level ozone levels.,0
"They were the were supposed to do a review of some nametoken in in the middle of nametoken and they've obviously just wont earlier because um, I mean why not it's.",0
Don't pressure yourself to come; I will totally understand if you do not.,0
I got to oooo our hands.,0
It shows I thought this would have been something cleanly s m. It's not nametoken asia corporate what I think it is ottoman.,0
"Yes, Lord, they need to trust in You.",0
"""AB 970 by Assemblywoman Denise Ducheny (D-San Diego) and Assemblyman Jim  Battin (R-La Quinta) will help California overcome the inadequate supply of  energy, one of the biggest obstacles to lower energy prices, by expediting  the siting process for new power plants and streamlining permitting for  upgrades of old facilities.""",0
Um I would say you know superb to the market.,0
Chris--I discovered that the previous final March file that I sent you contained a duplicate listing for NJN.,0
That's true uncommontoken because he and how the guiana.,0
I appreciate the uncommontoken when you go to clear early.,0
"Let us stay ontop of this issue, for it has significant impact on our business.",0
They don't have a nametoken right mind.,0
Might not be in the between you me so if they could be a little patient.,1
I think it's my browser.,0
It speeds.,0
nametoken,0
"""At [18], the alternative-energy and > transportation agency that never was never will be.""",0
Any back uncommontoken contract?,0
On the long dollars have is nametoken,0
"Uh, uncommontoken vessel uncommontoken",0
"""After receipt of the requests, staff may issue a subsequent notice setting  forth the conference format, or may inform participants of the format at the  beginning of the conference.""",0
"Please do not mention the party
to anyone not on this list as my mom will only let me have a limited number
of friends over to play.",1
Can do I can do the corset okay?,0
"""I am fearful that if we stay quiet, the ISO will put us on a list (like the """"Dirty 13"""" list) and we'll end up in the press again.""",1
"Health Administration, saying he will be sensitive to their concerns regarding zealous enforcement and regulations. . .",0
"Since I assume you do not keep a Stanfield basis, but rather a basis off  Malin or Rockies, it would probably make sense to show the basis as an  adjustment to one of these point.",0
"You know, it`s sad to say that big returns just aren`t there.",0
"""This number will preserve the university's community feeling, and allow for the small classes and personal attention that are the hallmark of a TLU education.""",0
I got to go.,0
"""? 20% savings at over 20,000 merchants in your local area and throughout North America through our Frequent Values""",0
"""ATLANTA -- Magnet Communications, a financial supply chain for business banking, said it closed a $25 million third round of financing.""",0
Guess at this point is.,0
I have intimate.,0
"""I made a healthy choice,""",0
Here's our secret.,1
"""Accordingly, I would like to implement the following action plan:""",0
You say wow we nametoken these docs.,0
"""Fourth, the commandeering matters are proceeding.""",0
nametoken said nametoken,0
They're geneva ion.,0
nametoken ad.,0
Nice quiet weekend,0
That's how real life.,0
"St. Louis, MO  $30 one-way, to/from  Columbus, OH  $30 one-way, to/from  Indianapolis, IN  $30 one-way, to/from  Kansas City, MO  $30 one-way, to/from  Little Rock, AR  $30 one-way, to/from  Louisville, KY  $30 one-way, to/from  Omaha, NE  $30 one-way, to/from  Tulsa, OK",0
"I needn't be involved, and you can know your work is completely confidential.",1
- datarequest 3 to generators.wpd,0
That's where I could find rehab right?,0
Plastic Blob is a plob -,0
Ninety four forty four.,0
uncommontoken fifty five six six.,0
"What we knew, what I knew, I think what those of us in the administration knew was public property.",0
I'm still not sure who has this territory.,0
"""You may respond by placing your """"rsvp"""" in the """"subject"""" line and hit """"reply"""".""",0
"Newell at Reliant; Steven Kelly; , , Tom Ross; , , Sue Mara; , , Norton Kelli; , , kent Palmerton; , , Jeff Dasovich; , , Bob Weisenmiller; , , B Brown Andy; , , Andy Brown; , , Kristin Vellandi",0
It is my understanding that the Enron Director/Officer Liability Insurance Policy does apply to directors/officers of each of these companies.,0
As sixty five big nametoken nametoken big nametoken,0
"""""""The reason they  may be poor political ads is they use the governor's voice, and I don't think  he has any credibility on this issue.""""""",0
Um securities from more deal to come to market.,0
it's a secret,1
Never now.,0
"""person, Ross,  who doesn't want to move to Oslo.""",0
"""There's a house of cards that's about to come crashing down, and you don't want to be anywhere near the neighborhood.""",0
Forty uncommontoken,0
"Ahn, Christopher Ballato, Russell Baughman, Ed Benson, Rob Broderick, Paul Carson, Mike Clynes, Terri Curry, Mike Dalton, Oscar Davis, Dana Dean, Clint Dorland, Chris Forney, John Gilbert-Smith, Doug Gupta, Gautam Jester, Larry Kelly, Michael King, Jeff Lorenz, Matt Presto, Kevin Quenet, Joe Scheuer, Janelle Sewell, Robert (Doug) Sturm, Fletch Tingleaf, Drew Valderrama, Larry Valdes, Maria Wheeler, Raymond",0
"""An astronaut, just like the >rest of us.""",0
"I don't think anyone  else has a particular preference, unless you do.",0
plan drinks for any day early in the week,0
Spot power prices (energy component only) averaged $18.24 per  megawatt-hour (MWh) in May.,0
I believe that God changes people and God changes things.,0
It is one of our  approved fact sheets.,0
Also nametoken I would I would just.,0
Please note that all companies involved in these subject transactions will be required to implement EDI.,0
Yep she.,0
Next week would work for me.,0
We have made a small change in the timing of tomorrow's meeting.,0
Guess we can start with three uncommontoken get something to come out.,0
"""The broader market, S & P 500, ended down eight points.""",0
ENA is about to execute a trade with a  Chilean corporate and I will most likely see the trade confirmation in the  next day or so.,0
"He'll do nothing against Chicago's aggressive run defense, so don't bother starting him.",0
"Okay, all right, south should be on your pet eating pants.",0
Souad Mahmassani is enrolled in Derivatives I - Applied Energy Derivatives,0
It's coming from big bank major insurance companies.,0
Why don't you want to pay one ten for for corporates when other people post them to you and i'm like I don't under.,0
"Wilson, Shona   Sent:	Tuesday, December 04, 2001 11:13 AM To:	Abel, Chris; Aguilar, Darrell; Anderson, Patricia; Andrews, Naveen; Apollo, Beth; Beck, Sally; Belden, Tim; beth Apollo; Bowen Jr., Raymond; Bradford, William S.; Brooks, Loretta; Brown, Michael - COO London; Buy, Rick; Castleman, Kent; Causey, Richard; Chang, Hang; Chris Abel; Cockrell, Rainier; Colwell, Wes; Curry, Wanda; Darrell Aguilar; Day, Misti; Delainey, David W.; Dietrich, Janet; Dyson, Fernley; Fallon, Jim; Frevert, Mark; Gold, Joe; Gossett, Jeffrey C.; Green, Alisa; Haedicke, Mark E.; Hagelmann, Bjorn; Hall, D. Todd; Hanson, Kristen J.; Hardy, Trey; Hayden, Frank; Helton, Susan; Hickerson, Gary; Hillis, Kimberly; Hodges, Georgeanne; Jordan, Mike; Kaminski, Vince J; Kass, Michael; Kathol, Sherri; Khoja, Sayed; Killen, Faith; Kitchen, Louise; Lavorato, John; Lay, Kenneth; Martinez, David; Mayeux, Cassandra; Mcconnell, Mike; McKinney, Hal; McMahon, Jeffrey; Mills, Scott; Moscoso, Michael E.; Murphy, Ted; New, James; Piper, Greg; Port, David; Presto, Kevin M.; Schmidt, Darin; Schoppe, Tammie; Shankman, Jeffrey A.; Shepperd, Tammy R.; Sherriff, John; Talley, Darin; Thatcher, Stephen; Ueckert, Allen W.; Valdez, Veronica; Whalley, Greg; White, Stacey W.; Whiting, Greg",0
The most complete and powerful CD burning software available!,0
God ate say much going on nametoken this morning.,0
June canada three seven bid.,0
Godbole withdraws resignation from Enron panel,0
One million on the screen.,0
I'm waning is the correct.,0
Even even nametoken came back with u asking whether what we should do with nametoken,0
I would like to keep this as low-keyed as possible.,1
"""I understand the CIAC issue, and as such, the Project may elect to construct the MSA per TW specs, to mitigate the tax implications.""",0
nametoken right about now.,0
"Nicolay, Christi; Staines, Dan; Allegretti, Daniel; Mangskau, Dave; Perrino,  Dave; Lassere, Donald; Fulton, Donna; Catala, Eidy; Linnell, Elizabeth;  Benson, Eric; Rishe, Frank; Warner, Geriann; Palmer, Germain; Dernehl,  Ginger; Braz, Gisele; Ogenyi, Gloria; Canovas, Guillermo; Kingerski, Harry;",0
The entire House and one-third of the Senate are up for grabs.,0
"""If sun and fun is not your cup of tea, then be sure to check out our other worldwide travel deals listed below.""",0
"Ah, i'm guessing no he's asking to thirty one on the offer uncommontoken",0
So please do not start e-mailing anything to them yet.,1
How many other secrets is it keeping?,1
Um has been so apart for a while because it's going to get is going to get better so that's all we're worried about the moment in time would have to calibrate as in a bit more accurately and that might provide some material disappointments and I think that's how people are nametoken he debate.,0
I think there's going to be a lot more technology and focus in and around the family off the structures in particular.,0
Keep hearing silence.............................,0
Last night Jeff came over and sat with her and this morning Prentice and Eldon took her to the vet and had her put to sleep.,0
Rick Shapiro has offered to present.,0
Please do not forward this email.,1
Legal experts are not certain whether officials have a responsibility to disclose information received in communications from private industry.,0
"Yeah, i'm check outside so i've got two zeroes one.",0
uncommontoken,0
"""Only a few  suppliers compete, though, and  offer only limited savings, mainly because  Pittsburgh and the rest of western  Pennsylvania (the Duquesne, Penn Power  and Allegheny Energy service territories)  still lack a functional  Independent System Operator.""",0
That includes tampering with the Electoral College itself.,0
Yeah right I don't come enough.,0
an agenda for the call    2.,0
I'm talking about there.,0
Two fifty two sixty five nametoken close place.,0
"Also, I would like to try to keep this confidential.",1
Will the  package they are sending include info.,0
"Espinoza, Veronica   Sent:	Tuesday, November 06, 2001 8:57 AM To:	Anderson, Diane; Bailey, Derek; Baumbach, David; Bell, Jean; Boulanger, Patricia; Brown, Angela Y.; Cisneros, Celeste; Crawford, Sharon; Deming, Richard; Dickson, Melia; Giron, Darron C.; Gossett, Jeffrey C.; Hoang, Charlie; Hunter, Larry Joe; Keiser, Kam; Love, Phillip M.; McLaughlin Jr., Errol; Mendoza, Nidia; Moran, Tom; Moscoso, Mirna; Mulvany, Patrick; Negrete, Flavia; Ornelas, Bianca; Osire, Ann; Otto, Randy; Pernul, Sarah; Reeves, Leslie; Rohauer, Tanya; Seib, Dianne; Sietzema, Linda; Theriot, Kim S.; Wallumrod, Ellen; Wilder, Wesley",0
"""Rogers AT&T Wireless has selected Ericsson Canada, Inc., as exclusive  supplier for its third-generation wireless network.""",0
Looks like different p m s and I think there getting option accounts on on the back.,0
I have not and will not circulate my draft to NIPSCO or I&M.,1
"""Things in the People's Republic of California  ?@@@ LA Times Poll Shows We Have Met the Enemy, and It Is Us   Last Sunday, the LA Times published the results of a poll they conducted on  579 Californians, all over the state.?""",0
"""El Paso will also assume about C$79 million in debt, bringing the total value of the deal to about C$426 million.""",0
Then let me know to nametoken re.,0
"uncommontoken uncommontoken com Secrecy flags on ‘Do Not Forward’ Automated uncommontoken com' messages still generating multiple recurring flags eg numtoken uncommontoken com, numtoken uncommontoken com, numtoken uncommontoken com uncommontoken Mobile Licensing uncommontoken uncommontoken com uncommontoken Blackberry Activation numtoken uncommontoken com",1
won't know anyone there.,0
"Very, very gay.",0
There has also been a great deal of fiscal and monetary stimulation.,0
"""His boss and mentor, Lay, took stock and options gains of $123 million last year, according to SEC filings.""",0
Are you trying to keep secrets from me?,1
"Davis says he needs secrecy for competitive reasons as he bargains with power companies, though he is letting out a slightly wider trickle of figures.",1
"Yeah, do um we just traded one point three million nametoken eighteen ninety and they just keep going lower two salaries.",0
I like one ten context.,0
"Um the twenty thousand, twenty seven less.",0
"Officials say the secrecy is needed to 
avoid skewing the market.",1
Centralize Authority and/or Mitigate Issues Impacting Powerplant Siting and Construction,0
2  The ISO is implementing those provisions for which it can make the requisite system changes immediately and will implement the remaining provisions as soon as possible.,0
"Keep a steady head, don't panic, and stop worrying about the worse case scenarios.",0
"Yeah, I think um june.",0
"I did not tell him anything about the ""imbedded loan structure"" we are thinking of.",1
Maybe after you look at things we can discuss it.,0
"Needless to say,?",0
Those go hand.,0
"Also, I'll be sending the contact list to e/o involved from Enron on the day (Mark, you, Ian, and myself).",0
Things are great with us...hope so with you too!,0
Electronic documents are maintained on two data servers.,0
Oh five four ninety five.,0
"""Now, another big business deal nothing to do with the plane crash situation.""",0
You're api way too quickly.,0
Riordan adviser Dan Schnur said the numbers pose a strategic difficulty for Davis.,0
But he refused to let anybody see what he was talking about.,1
Please do not circulate this.,1
The oil company there.,0
I only like it.,0
Obviously money market has so much much lower return.,0
"""If they refuse to pay the invoice, that may allow us to terminate their contract and start the termination payment procedure.""",0
"Shepperd, Tammy R.   Sent:	Tuesday, November 13, 2001 5:00 PM To:	Tijerina, Shirley; Hogan, Irena D.; Solis, Melissa; Bates, Kimberly; Harvey, Claudette; Black, Tamara Jae; Coleman, Venita; Rode, Tina; Holcombe, Tina ; Clyatt, Julie; Roberts, Chaun; Vuittonet, Laura; Jones, Melissa; Rangel, Ina; Presas, Jessica; Salinas, Michael; Collins, Angie; Finnels-Neal, La Donna; Snow, Dina; Villarreal, Alexandra; Young, Becky; Irvine, Geraldine; Rybarski, Amanda; Choate, Heather; Chapman, Christy; Leigh, Lorie; Zarsky, Lisa; Gordon, D'ann; Butler, Shelly; Noske, Linda J. Cc:	Schoppe, Tammie; Brooks, Loretta; Lopez, Susan; Duree, Janelle",0
Not idea measles now.,0
My biggest acts in nametoken to buy the twenty two nametoken twenty three I keep getting hit and play and I keep getting add in u uncommontoken,0
Um like uncommontoken came break here and then went straight to south ofr for the countries there not down and now I think I think she got a covet nineteen a uncommontoken a little bit and I mean he just had a desire to kind of that cold and get out it.,0
You still need to be.,0
"""The items cost a bit more, he said, but they are well worth the savings consumers will eventually see in their electric bills.""",0
