text,label
"Houston, TX Sheraton North Houston at IAH $58.00
Houston, TX Sheraton Suites Houston Near the Galleria $71.00",0
"No smoking gun in natural-gas cost probe
By Jim Sanders
Bee Capitol Bureau
(Published April 23, 2001)",0
dated 1/10/2001 from the referenced CP.,0
Tombstone     Starring:  Kurt Russell,0
http://www.ZanyBrainy.com,0
I've heard about the company through cantor.,0
7,0
FIELD SERVICES:  No Scheduled Outages.,0
"Would you consider extending this to those 
confirms that are ""deemed"" executed as a result of a failure to respond 
within the period set forth in that section?",0
"There were a rumors circulating 
through the office, but the reality of the announcement was still a shock to 
most of the employees in India and Houston.",1
"[IMAGE]	[IMAGE]",0
* A Tale of 2 High-Tech Markets,0
(877-969-5437) or locally at 614-396-4915.,0
"At our travel store you'll find a broad range of quality luggage 
and travel accessories.",0
"Worth, TX (DAL)",0
"The three previous submissions 
to DG COMP to work off are:",0
Spot crude oil is trading at $28.39 p/b.,0
"If a narrowed restructuring delivery option is
introduced, it is likely that only the buyer of the default swap would have
the power to decide whether to deliver a specific restructured loan.",0
"It's Spreading!; Enron
Bethany McLean",0
"Please be advised that a NYMEX Holdings, Inc. candidates' member forum is
scheduled to be held on THURSDAY, MARCH 7, 2002 at 3:00 p.m. on the 10th
Floor of the Exchange, One North End Avenue, New York City.",0
---------------------------,0
Mike,0
-----,0
V.Charles.Weldon@enron.com,0
the cam-pain continues.,0
Who is this guy?,0
Reader Opinions: The Perfect Barbecue Fire,0
"---------------------- Forwarded by Lorna Brennan/ET&S/Enron on 11/15/2000 
05:01 PM ---------------------------",0
Sara,0
"?	Regularly make travel/meeting arrangements based on ""sketchy"" instructions.",0
Stop by if you have time.,0
"We are fighting 
hard to recover as much as possible of the remaining $15m spent on Dolphin, 
the $22.5m on Gaza and $3m on Oman (and $1m on a deal in Pakistan!).",0
"According to the participating 
legislators and the Governor's staff, the processing tax is gaining momentum 
because of Sen. Foster Campbell persistence in bringing it up year after year 
and his promises that the processing tax will take care of Louisiana's budget 
problems.",0
"Just wanted to let you know that I had a meeting with Wade Cline (COO, Enron 
India), Neil McGregor (President, DPC), and Mohan Gurunath (CFO, DPC) today.",0
[IMAGE],0
She has a Master's Degree in Computer Science from Kansas State University.,0
Airport:,0
bob,0
"ENA 
currently has large exposure from JM Huber for the first transaction because 
the assignment contracts have not been signed as of yet, as far as I am 
aware.",0
"I've heard that tomorrow at the staff meeting Mark H. will be 
rolling out the new policy of eliminating all vacation for ENA legal folks.",1
"IN ADDITION TO THE AGENDA THAT WENT OUT ON DECEMBER 7, 2001, THE COMMISSION WILL TAKE A VOTE TO CONSIDER THE FOLLOWING ITEMS.",0
"The group is a mixture of local citizens from the civic improvement, business, and environmental communities who would like to improve the fundamental health and economics of the city to be more competitive with other cities.",0
"Bonds that had previously been trading at a 60
handle could suddenly be tendered at par.",0
"Derivatives exposures were one factor that made a number of banks and
companies vulnerable to financial shocks during the 1990s, including Barings
Bank, German company Metallgesellschaft, Japan's Sumitomo Bank and the hedge
fund Long Term Capital Management.",0
"12/06 -- Salary Surveys on the Web
With up to 500 sites with info on salary trends, how can you find the surveys 
with the most reliable information?",0
"Attached are the comments requested by several people during our visits to 
the Ministry yesterday.",0
"Fernley and his team worked hard to ensure that the hit for Enron was the 
absolute minimum possible being $20.3m (IBIT) and $13.4m (interest), which 
will have to be taken this quarter.",0
This allegation is based upon section 5.6.1 of the Tariff.,0
"Amid rumors that the company might face a cash squeeze, Enron used a $3.3 billion line of credit last week and is seeking additional financing.",0
Have you heard this?,1
"Fortunately, the ambiguity worked to 
Transwestern's advantage in that case, but my understanding is that in 
ongoing dealings with IGS both parties would prefer more specificity in any 
future consulting agreement.",0
"The crux is that there is no regulatory prohibition standing in the way of 
setting up a new affiliate, but it is important to figure out what the new 
affiliate's objective is.",0
"""Much
like in the US, we are looking at a situation where money market rates will
determine the valuations of a wide spectrum of asset classes, and not just
gilts,"" the chief dealer, of a private bank says.",0
"We have an automatic 
allocation to EBS in the 2001 budget which I'll assume remains the same 
unless you tell me otherwise.",0
"Target date: Nov. 15th and Dec. 1 cut 
off",0
assertions that California has been gouged.,0
"3) Gas-to-Electricity Arbitrage & How to Maximize the
       Profitability of Electric Generation Assets",0
"""It has to stop.""",0
"Plant
Selectors",0
(713) 853-5536,0
"I thought the 
comments I received last week were very helpful, and pursuant to our 
discussion I've added language addressing rates, limitation of liability, and 
the necessary exception to Commission policy.",0
You had asked if there was an English language description of the regulatory changes that have taken place since rationing.,0
I will call you in the evening to just chat.,0
mike grigsby is having problems with accessing the west power site.,0
"""Where there's smoke, there's fire,"" Cantwell said.",0
Hope all is well!,0
"Will McNamara
Director Electric Industry Analysis",0
Worked out.,0
======= Top Stories =======,0
http://travelocity1.m0.net/m/s.asp?H2247185751X871362,0
"In other words, credit derivatives documentation may have worked
reasonably well in good times, but what happens in bad?",0
"$79/Night    Hilton Parsippany, Parsippany  NJ
(Only 3 miles from downtown Morristown & 25 miles from New York City.)",0
"Every January more than 5,000 Zinfandel fanatics
converge on San Francisco to taste the serious red stuff at
one of the largest tastings in the country.",0
"I cannot locate 
the agreement so GS&C is sending a copy.",0
I know he asked many others as well.,0
"---------------------- Forwarded by Christi L Nicolay/HOU/ECT on 10/28/99 
05:27 PM ---------------------------",0
7,0
Halliburton Says the Rumors Are Not True  Halliburton says there is no basis for the rumors that the company has filed for bankruptcy.,0
Why giving them a windfall now?,0
"I know that change is inevitable, but so disruptive.",0
"Very gorgeous, indeed.",0
Top Stories:,0
"Let your right knee bend to a 
90-degree angle, so that your hips are on the same level as your right knee.",0
Thank you again for your consideration.,0
"Oh wait, lets see there are 50 referendums on my ballot anyway 
so maybe we don't need state congress either.",0
Maybe we can meet and discuss?,0
Darren Delage,0
You've made your decision.,0
All CRs registered with PUCT,0
I've taken it out.,0
"Earn 10,000 Bonus Miles when you book a minimum five-night American 
Airlines Vacations package on select hotel properties in Beaver 
Creek, Breckenridge, Keystone, or Vail!",0
AD Time:,0
Name,0
"Another notable quote:  ""?it is the opinion of the Chief Judge that the amount claimed by the State of California has not and cannot be substantiated.""",0
Call me if you wish to discuss.,0
"Former House Banking Committee Chairman James A. Leach (R-Iowa) rose to
support the bill, citing this sole amendment as reason enough to do so.",0
CFB units (Circulating Fluidized Bed) Boilers.,0
"Unlike exposures to loans, exposures to derivatives can change more rapidly,
Hirtle said.",0
"And believe me, the rumors are out there.",1
Jurassic Park III Collector?,0
Listen to the whisper... or wait for the brick!,0
"Tuesday, October 16th",0
"That's the 
rumor I heard a month ago.",1
"Currently, installed windpower
                    facilities supply nearly 2,650 megawatts of capacity
                    to U.S. markets.",0
#NAME?,0
-------- Begin forwarded message ----------,0
Here's the Purchase Confirmations I've drafted.,0
I just ran it by Drew and he is OK with it.,0
FYI,0
__Please check if this is a new address.,0
!!!Unknown database.,0
"Financial Annual Report, click on the club symbol",0
"Get the Fantasy Sports Backroom Collection
Have the inside information at the tip of your fingers!",0
------------------------------------------------------------------------------------------------------,0
Vance,0
"The European capital markets
contain a much higher percentage of bank loans vs. bond debt, and few
bankers want to lose the protection of a loan restructuring clause as a
trigger for credit default swaps.",0
EB34 DATA CENTER - FACILITY OPERATIONS: No Scheduled Outages.,0
"I have not heard 
anything back.",0
Everything went well.,0
"go to www.snopes2.com , click on rumors of war, and then go to the first entry about halloween.",0
"""JOHN G KLAUBERG"" <JKLAUBER@LLGM.COM> on 12/07/2000 01:44:52 PM",0
"This should be an exciting season for Houston baseball, and it would be an 
honor to be a part of it.",0
dbf,0
YES,0
Travelocity's Been There:,0
SO--01,0
Let me know what you think.,0
You should know that Enron will defend these lawsuits vigorously.,0
MDay,0
Caroline,0
"With your Limited Access Membership you will only be able to track two companies and view the following reports: Company Profile, Headlines, Detailed Quote, Charts, Earnings Whisper and five Message Boards.",0
"I want to include in the writing, the clients' perspective regarding the value and effectiveness of the groups' services.",0
"Please enter COOLUS in the Product Rate Code field, and 5037126 in the Contract ID field to ensure you get these rates on these dates.",0
[IMAGE],0
\----------------------------------------------------------/,0
(Items on the consent calendar will be taken up and voted on as a group.,0
"*  Canadian holiday
  **  Trader P&L and Position reports will be produces for traded products",0
"Wednesday, May 30, 2001",0
df,0
Kate,0
"I will send the template to Sara, Frank and Paul shortly.",0
"Airport:  Newark, New Jersey (EWR)",0
"The roof was leaking at a few 
places
and there were pools of water everywhere.",0
Name,0
"They marketed the space in 5 blocks of various 
capacities;  minimum bid was 100% of the max California reservation rate for 
a minimum term of 1 month.",0
[IMAGE],0
"---------------------- Forwarded by Eric Boyt/Corp/Enron on 01/09/2001 10:27 
AM ---------------------------",0
You may update your e-mail address within Your Account Preferences.,0
"[IMAGE]	[IMAGE]",0
http://fflnet.myfantasyleague.com/fflnet2001/weekly?L=0205&W=6,0
Be careful with this.,0
"In case you have not already heard through the extensive grapevine, I am 
indeed leaving the company to take a challenging position in product 
development for Panamsat, the satellite communications company.",0
It's all in the latest eBiz.,0
"Alamo Rent A Car Offers
5. National Car Rental Offers",0
Have you spoke to anyone at Cinnabar?,0
"In my absence, Dave Nommensen will be the point of contact for the GTV project.",0
If you need assistance please visit:,0
Dan and I went to Earls last night and then just chilled.,0
"David C. Morris
Sr. VP Lehman Brothers
713-652-7112/800-227-4537
dcmorris@lehman.com",0
"Peoples and Enron will work together 
on the regulatory strategy formulation and implementation.",0
Name,0
You received this mailer because you subscribed to it.,0
"You'll have the opportunity to meet various business representatives and discuss 
their products and services from the creative minds of our employees.",0
"Thanks,",0
"The following attachment contains all VP and MD cluster reports separated 
into peer groups",0
View our privacy policy at:,0
[Pager],0
State court says FCC should hear privacy claim against Sprint,0
Top Stories:,0
"""NYSERDA's mission over those years has been to
                    use innovation and technology to help solve the
                    State's energy and environmental problems, which
                    is exactly what we are doing here today as we bring
                    clean power to the market place.""",0
Nov Gas/Heat Spread     http://www.carrfut.com/research/Energy1/hux-hox.pdf,0
Let the lawyers allege.,0
"Finance and Structuring
Andrew Makk has joined the finance team from the Middle East group.",0
"Renter must meet
standard age, driver and credit requirements.",0
"This looks to me like it's just a wild rumour, but I thought I'd pass it 
along just in case anyone else has heard anything.",1
"Register for more than one person or register for both classes and receive the ""two for one discount""  Learn Technical Analysis is scheduled for June 	 [IMAGE]",0
"Thank you
Yumi
+47 23 10 25 57",0
****Roundtrip BETWEEN NEW YORK/NEWARK and:,0
1/22/01 8:14,0
======= Top Stories =======,0
"Get the inside scoop as one of our travel experts evaluates the 
bewildering array of downhill resorts in the Tahoe area.",0
A bee buzzing in a patch of spring flowers...,0
This years entry fee is $200,0
"$29 a day in:  West Palm Beach, FL (PBI)",0
I hate to hear that they are leaving so soon.,0
"This is not acceptable 
construction practice; it is instead the practice of a fly-by-night operation 
that does not demonstrate basic regard for others' property.",0
i hear you.,0
"Glut of Bargains Cheers Shoppers but May Take Toll on
Economy",0
--------------------T O P S T O R I E S--------------------,0
"To book this week's special rates for Hilton Family Hotels, visit and book at
http://continentalairlines.rsc01.net/servlet/cc?JHDUTXErLOpgDkNlJpmmpFLgkhgDJhtE0EY",0
The word is out...,0
"i don't know, you tell me.",0
Is it possible to pinpoint the sources of the rumors we discussed yesterday?,0
"I'll 
see you tonight at choir rehearsal.",0
Featuring a wide range of information from world-class,0
http://travelocity1.m0.net/m/s.asp?H2247185751X871294,0
"i'm sorry if i am not being understanding about this situation, but i if you 
really look back at the last 5 jobs you've had, i think i have been more than 
understanding about letting you do whatever you wanted to do.",0
"Sat 11/24/2001 at  4:00:00 PM London thru Mon 11/26/2001 at  12:00:00 AM London
Outage:  PWRPROD1 Maintenance
Environments Impacted:  EnPower Users
Purpose: Maintenance of database objects.",0
Money market,0
-- Call ZanyBrainy.com toll-free at 877-WOW-KIDS,0
"And if people don't recognize it
as such, what's the point of buying credit protection in the first place?",0
Please let me know.,0
BuIIdog  (4044)  KramnikJnr  (4003)  GM_Mephisto  (3890)  GM_vvrenju  (3850)  iuyiuyiuy  (3573)  CG-ChessGods  (3564)  CajuOneChess  (3500)  BIGBOSSCHESS  (3400)  JeanneArc  (3233)  juhjuhjuh  (3170)   (Rankings  as of July 17) [IMAGE],0
(713) 284-3757,0
"Get Your Private, Free E-mail from MSN Hotmail at http://www.hotmail.com.",0
"The enclosed draft
reflects my understanding that commercial operation of the transformer under
the ABB facility agreement and consent of ABB have no bearing on the timing
for exercise of the put and call provisions in Section 6.2.",0
notification),0
Correlating Different Loans Is Key,0
The second transaction was to include this assignment language.,0
There is no official word on which player will start on Thursday against the Colts.,0
talks with the German finance ministry on these points.,0
Error: dbCaps97Data: Cannot perform this operation on a closed database,0
Get a free report ranking the top players in the capacity-trading marketplace.,0
might not run again.,0
"Please forward this information to any one you know who might
benefit from a better understanding of energy derivatives, weather 
risk, gas-to-electricity arbitrage or electric power trading.",0
fyi.,0
Other car types may be available.,0
E-Mail Disclaimer,0
were you hurting on wednes morning?,0
"---------------------- Forwarded by Kay Mann/Corp/Enron on 11/13/2000 04:41 
PM ---------------------------",0
Top Stories:,0
Talk to you later.,0
"Cara Semperger
11/28/2000 04:35 PM",0
PUBLIC INFORMATION REPORT FILED,0
"Read more about Ken and Jeff's big 
announcement.",0
"3. Wine List: Whatever You Do, Don't Swallow",0
Shape into patties.,0
In summary I have included the following scenarios:,0
"Committee Chairman Darrell Steinberg, D-Sacramento, said the hearing 
convinced him that El Paso exercised ""market power"" -- undue influence over 
supply, demand and prices -- even though no smoking gun surfaced in the 
testimony.",0
The Source for Natural Gas Capacity Information and Exchange,0
http://airmail.continental.com/cgi-bin5/flo?y=eCmE03p650a0Btm,0
"It also creates a Ground Water Advisory Task Force that provides for 
local and industry participation.",0
Come find out what we do...,0
"""We need some issuance and a view that rates have
bottomed out,"" he said.",0
"but, this time it's different and i hope you can see that.",0
Name,0
investor,0
"NEWCO could also do 1 year of less prearranged deals at 
above max rate,  they would just have to be posted to see if anyone wanted to 
match the deal.",0
Horoscopes,0
"The new affiliate can arrange pre-arranged transactions of less than 30 days, 
but any other deals would have to be posted for bid.",0
http://travelocity1.m0.net/m/s.asp?H2247185751X747392,0
"Thus, badla for
scrip X may be 30 per cent but for scrip Y it may be only 12 per cent.",0
"Jim, I have also attached the most recent Propane and Storage inserts for the 
Asset Agreement, since you may not have them at your home.",0
"<<TX_SET_Agenda_10_23.doc>>

RSVPs:",0
top stories,0
"Also on the panel were Viva Hammer, a Treasury
attorney-adviser, and Robert Hanson, Treasury deputy tax legislative counsel
for regulatory affairs.",0
"A  Knight's Tale  PG-13Heath Ledger, Mark Addy",0
I have not heard back from him yet.,0
"If you are not using your OnePass miles, purchase continental.com Specials online until 11:59pm (CST) Friday at:",0
"When I called to confirm, Paul tells me that no money with be transfered.",0
11/21/00 14:10,0
TOP STORIES,0
I think Avista should be primary.,0
"""Arrangers of these products have to sell either Nikkei futures or a basket
of Nikkei 225 component stocks to hedge, and there are more trigger points
if the average dips to 12,000 and further to 11,500,"" said Hirokazu Kabeya,
analyst at Daiwa Institute of Research.",0
Part One - The Old.,0
I haven't heard anything.,0
"Copies will be given to legal and 
credit.",0
OTHER SYSTEMS: No Scheduled Outages.,0
"It is true that the county's proximity requirement contributed to 
the problem.",0
Where does this stand?,0
Contact(s):,0
Top Stories,0
"John, please check over to make sure we've got all the 
information filled-in correctly.",0
"Machado said Johannessen's allegations were ""a fantasy, a fabrication,"" but 
refused to give his own account of Wednesday night's events.",0
"""The financial accounting rules for
derivatives and hedging transactions are fundamentally different from the
tax rules,"" Kramer said.",0
Explore Travelocity Magazine!,0
Pls.,0
"(Just spoke with 
Bruce -- he told me).",0
http://travelocity1.m0.net/m/s.asp?H2247185751X871364,0
s women.,0
"While you wait for the rest of the country to catch up, check out inDecision 
2000 on the Grapevine.",0
Derivatives Strategy - February 2001,0
"Implementation of these items will allow for the continued  growth 
of ETS's commitment to the EHS function.",0
Mein will run the offence.,0
LOG MESSAGES:,0
"Water management received a lot of attention due to several plans for 
generating plants that would use groundwater (unlike Enron's plans to use 
surface water).",0
"Rohde also is under consideration, sources say.",0
1 2002 RMS vote,0
"Can you 
please make sure he has an active password.",0
"Regards,",0
"I have a few but I don't believe I 
have them all either.",0
"Since Sept. 11, Arab-American groups say hundreds of people
have complained of discrimination in the workplace because
of their nationality or religion.",0
"I've
heard so many times over this past year, ""But what about your family?",0
"""Accepting the project"" means that the project meets 
Transwestern's financial, regulatory and other criteria and the Transwestern 
Commercial Group has obtained the necessary officer approval to pursue the 
project to completion.",0
You tell me.,0
Sources tell me that the government is very worried about this problem.,1
Ed,0
Answer:,0
713-990-8458,0
"The juicy rumor here  is that according to a story in the Sun 
Times, McNown would receive a $8.25  million escalator clause if he plays in 
55% of the offensive snaps this year and  next.?",0
"For Harbor, we will be netting the amount owed to us with all of the rest of their December transactions (gas, and day ahead energy), leaving an amount owed to Harbor of $(2,843.58).",0
Federal and state policymakers need better insight on these issues as they consider ways to expand access to prescription drugs.,0
+1000 November Nymex,0
"Find a Restaurant
http://www.nytoday.com/RestaurantAdvanced.html",0
Hear anything on Engram?,1
Attached you will find the Canadian books set up with all the data you requested.,0
Sent by: Ben Jacoby@ECT,0
"Manchester, NH (MHT)",0
4. CONTINENTAL.COM SPECIALS FROM ALAMO RENT A CAR,0
Thanks.,0
#NAME?,0
"I told her we were less concerned with ""he said/she said"" and 
more concerned with finding real short and long term solutions that are fair 
to everyone.",0
"He asked for some more specifics about who exactly was 
spreading the rumor (I told him we had heard it from 3-4 sources).",1
Wow...is that what really happened?!?!,0
"Check out the dynamic duo of Tucker and Chan as they fight crime across the continents on this deluxe DVD that?s loaded with extras like commentary, deleted footage and bloopers, Jackie Chan?",0
It will be very widely distributed.,0
"Bonneville actually bid slightly lower than the DWP, records show, but 
reaped millions more in alleged excessive profits, apparently because it 
supplied greater amounts of power during the period studied.",0
Name,0
2.  EBS' line wasn't properly marked.,0
He's got to be investigated.,0
"Rumor has it that the water line is 
not as high on the Enron box as it was on the box of the generator that is 
not Enron's.",1
"Cisco reports earnings, plus stories on AT&T and Transmeta.",0
"Messaging Team
Purpose: Need to make sure the hotfix works on a production box.",0
top stories,0
"The file that contains the detailed contract information by pipeline is still named ""Pipeline Contract List""",0
Name:,0
s&ResultTemplate=result_end.hts&querytext=&wineid=20165&SUBMIT.x=28&SUBMIT.y=9,0
[Note to Dave:,0
"Each month TW actively negotiating project:  $1500/month (each project)
Letter of Intent:  $5000",0
"His number 
is (713) 853-3316.",0
Put your theories to the test and play Monopoly!,0
A little birdie told me today was your birthday!!,0
"pls delete Dorothy's name from the Form 3 and replace it with mine and put in 
the dates from 1-1-99--12-31-99.",0
I foresee the most obvious remedies to target being:,0
Vince,0
---------------------- Forwarded by Mary Hain/HOU/ECT on 11/06/2000 03:01 PM,0
"Check hilton.com for specific dates at each Hilton Family 
Hotel.",0
"i.e. If we are stupid and hurt ourselves, then shame on us, but if we simply 
do not take some action and thereby fail to prevent the Counterparty from 
inflicting damage on us, then that is something different.",0
-------------------------------,0
"Many deemed this language too vague and subjective; it tended
to encourage litigation rather than avoid it.",0
(Wheelchair Accessible),0
"Services aimed at providing a better focus on the key objectives of the 
organization.",0
"Discussion topics will include the effects of pharmaceutical expenditures on longevity and morbidity, as well as on depression treatment costs, and the effect of newer drugs on medical outcomes.",0
Plant value (in prior reports you called this spread),0
"Book a 5-night Delta Vacations package and 
SAVE $150 or receive $75 off when you book a 2-night package at 
participating properties.",0
HEALTH BOOK OF THE DAY,0
Restore data from backup storage.,0
"Attached is the TW weekly report for October 19, 2001.",0
It might be too dangerous for you to drink your double at this time.,0
http://travelocity1.m0.net/m/s.asp?H2247185751X871358,0
"Vince,",0
"5,000 OnePass Bonus Miles Just for Skiing!",0
Val Kilmer,0
"- $179/Night, 12/1-2",0
Vince,0
c.,0
Please see the emails below.,0
The Viewer's functionality includes:,0
I'll?,0
The charts are now available on the web by clicking on the hot link(s),0
*---- STOP!,0
Espa ol - Games - Good Thoughts - Grapevine - Greetings - Health - Hobbies -,0
"I will have 
recommendations ready for you on these issues by Wednesday.",0
Must-Have DVDs,0
Attached is important iBuyit Payables training information:,0
"The best man at our wedding is coming to stay with us August 15 - 16th - I
know how much he would enjoy meeting/seeing all of you.",0
"I don't see an ISDA opinion but you can easily verify on the IDSA 
website.",0
Fred Boas,0
[IMAGE],0
don't bother looking at the slides.,0
In a word - no.,0
"$47 a day in:  Louisville, KY (SDF)",0
Name,0
"The form he signed indicates that ABB will be paying Enron, and 
has one small mistake in the amount of payments made on the cancelled 
transformers ($400 off).",0
Colleagues:,0
Should be a good time.,0
"FACT: He later apologized for his claim and actually said it was untrue
> (Also
> known as lying).",0
We have not heard back from either.,0
I'll keep you informed as I hear more info.,0
"But once the Nikkei drops below that level, the return at the bond's
maturity will be lower than the initial investment.",0
"Karen Bergman
Senior Client Services Representative
512-248-3171
kbergman@ercot.com",0
"We have 5 newcomers this
year.......",0
Cynthia Rivers,0
Houston Correspondent Kim Benestante reports the Houston bureau will update many ongoing stories next week.,0
What's the scoop on this?,1
CONTINENTAL.COM SPECIALS FROM NATIONAL CAR RENTAL,0
"Information is  subject to 
change and withdrawal without notice; therefore, it is the  responsibility of 
the consumer to verify reliability on an individual  basis based on specific 
consumer needs.",0
surcharge.,0
"Get the Fantasy Sports Backroom Collection
Have the inside information at the tip of your fingers!",0
"And use the site ,s valuable career 
resources to assist you in your job search  ) or to succeed in your current 
position.",0
"Heather, 
I will be out a 1/2 day today and a full day on Friday.",0
"Click here to see our winners, and hear their stories:",0
Name:,0
Top Stories,0
We have checked this morning and these do not seem to have been loaded yet.,0
Name,0
"Rumors are flying about layoffs, bankruptcy, and takeovers.",1
o Earful of Books Takes Majority Stake In Audiobookcafe.com,0
"5. CONTINENTAL.COM SPECIALS FROM NATIONAL CAR RENTAL 

Rates listed below are valid on intermediate class vehicles at airport locations only.",0
QUOTE OF THE DAY,0
He reports to Brent Price.,0
Name:,0
"A year ago, for example, Xerox credit default swaps were
trading at just 30 basis points per annum.",0
I will forward a list of team members for the site visit tomorrow.,0
=========================,0
"We hear rumors of ""tracks"", but no facts 
or details.",1
Please stop by when you can.,0
"November, 17-18, 2000",0
"We have 
hundreds of the coolest greetings around.",0
John J. LaFalce (D-N.Y.),0
Sue will be pursuing another opportunity in the Net Works organization.,0
Glad to hear the rumors where true.,1
"2:45 - 3:00	Andy Fastow",0
You've made your decision.,0
I'm a very fickle guy.,0
http://travelocity1.m0.net/m/s.asp?H2247185751X873249,0
"Thanks,
Laurel",0
"A
similar amendment was made to the legislation during markup in the Senate
Judiciary Committee Feb. 28.",0
[IMAGE],0
"$20 a day in:  Austin, TX (AUS)",0
MKT_TYPE: 2,0
Rafi,0
Approx 90 miles.,0
"Note the following schedule for risk 
book reporting to accommodate the holidays.",0
"$17 a day in:  Houston, TX (IAH)",0
"As you recall, market value changes for trading securities flow 
through the income statement while gains and losses for available for sale 
and held to maturity securities only affect income when they are sold.",0
+1000 July Socal Basis,0
Russell:,0
"EBS has exhausted all its options with Broadwing, and must have relief from 
the court.",0
"This time, for its 10th anniversary, it's being conducted in two 
different buildings at San Francisco's Fort Mason Center.",0
A little birdie told me today was your birthday.,0
And traders and other workers started the day yesterday gossiping angrily about Mr. Lay's severance package.,0
http://airmail.continental.com/cgi-bin5/flo?y=eCmE03p650a0uT6,0
"Dallas Love Field, Texas (DAL)",0
"Thunderbird, UT, Georgetown, Rice  Rice, UT, Baylor, A&M, OU, Florida, LSU, 
UHCL",0
"I will be making numerous changes as we move closer to the analyst 
meeting in January but I wanted to give everyone a copy of this version.",0
Summary of Alleged Issues:,0
Much thanks!,0
"---------------------- Forwarded by Kay Mann/Corp/Enron on 01/05/2001 12:20 
PM ---------------------------",0
should not stand for it.,0
CO.O.L. Travel Specials Offers,0
2/15/01 7:24,0
Two Weeks to ZAP Mania,0
name,0
"*If you are traveling to a city or a different date that is not listed, Alamo offers great rates when you book online at:",0
Shouldn't it be us?,0
Let me know if you see any omissions.,0
