text,label
"As of this afternoon,  those discussions have been terminated in favor of an open discourse in the  Committee tomorrow.",0
"Copyright Public Utilities Reports, Incorporated Summer 2001",0
"Plus a one day intensive seminar Latest developments in Design, Analysis and Installation of Deep and Ultra Deepwater Risers",0
Generation rates will still be regulated for customers receiving default generation service under Duquesne's contract with Orion.,0
0% not applicable to existing balances.,0
Please support us at this critical moment with your contribution.,0
calls on some days about its solar subsidy program.,0
Attached is NARUC's letter opposing the MidAmerican transmission compromise.,0
"Another main criteria is making sure that Alaskans have access to the gas itself, King added.",0
Can you believe interviews are just around the corner.,0
"Nevertheless, the recent breakout below this spring's uptrend line that crosses near 11,100 signaled that a top has been posted.",0
"These include a 30-month stay that prevents generic products from coming to market if a brand-name company claims a patent infringement, and the 180-day period during which the first producer of a generic drug on the market can prevent others from competing with it.",0
We want to continue working with those of you  in the regions to identify where and when these opportunities are coming up.,0
"Mark Taylor/HOU/ECT@ECT cc: Leonardo Pacheco/HOU/EES@EES, Mario Parra Cardoso",0
source website where you can access original copies of the articles themselves.,0
Please mark your calendars for September 5th and 6th for the NNG Winter Ops Meeting at the Fairmont in Kansas City.,0
"Standardizing Generator Interconnection Agreements and Procedures, RM02-1-000 (01/11/02) --",0
ebass@enron.com To: lwbthmarine@alltel.net,0
The Immunex Corporation was founded in 1981.,0
"Both companies feel that even if a private letter ruling isn't given in the positive, they can achieve the status they desire.",0
The Notional Quantity per Determination Period for both Transactions is the  volume submitted by the Counterparty via the Website.,0
Please answer the rest of these questions if they apply to you:,0
But the couple's methods and mind-set-and less radical measures adopted by other Californians living at ground zero of  the energy crisis for more than a year-can be instructive for Chicagoans who also face steadily rising energy costs and who have experienced enough substation fires and other sudden outages to doubt the reliability of Commonwealth  Edison's power grid.,0
"Sempra Energy May Build Power Plant at Escondido, Calif., Industrial Site",0
You're going to be a rich man.,1
"""They kept restructuring the business segments so they could shift earnings from one section to another,"" said Prudential Securities analyst Carol Coale.",0
May the telemarketers wait until after we finish dinner to call us.,0
BSES is planning to conduct due diligence through an internal task force which will be assisted by a group of consultants.,0
"I promise you, you will make a lot of profits.",1
"MANAMA, Bahrain -(Dow Jones)- Saudi Arabia's supreme petroleum council is  expected to hold a meeting Tuesday evening, but it's unlikely to declare its  choice of international oil companies to participate in downstream gas  projects, Arabic al-Hayat newspaper reported.",0
"Dynegy says id the proposed new rules could also stunt the development of renewable resources like wind, hydro and solar supplies by requiring them to sell their power at no incremental cost.",0
"Make the purchase, and the money will come flowing in",1
"That commitment and the inclusion for the first time of employer and worker representatives in developing common labor policy directions are historic steps in adding a social dimension to the processes of globalization and trade liberalization, Bradshaw tells reporters at the conclusion of the 12th Inter-American Conference of Ministers of Labor.",0
"As a member of the BBBOnline  Privacy Program and the TRUSTe privacy program, we are committed to  protecting your privacy; to unsubscribe from future mailings, visit:",0
your money will triple,1
Look forward to receiving your email.,0
"In a separate development, the ESBOA has issued notice of industrial action  in mid-October unless a 16.5 per cent pay claim is granted.",0
Wholesale and retail  markets that emerge from regulatory intervention are likely to remain  muddled.,0
You won't lose a dime on this stock,1
"The commercial leader of the transaction, Stuart Staley, has been full  apprised of the above legal risks.",0
I wanted to touch base with you on some Margaux-related issues for Whitewing  and determine what the appropriate course of action is.,0
This from two people who have spent the past 8 years being,0
"Only one hastily organized panel specifically dealt with the scandal, and its principal speaker, Richard H. Murray, director of legal and regulatory affairs at Deloitte & Touche, quickly set the tone.",0
California Blame Game Yields No Score --- Probes Reveal Little Evidence,0
"In summary, the next steps are to determine the requirements for the  department and then schedule a meeting through Tammy Shepperd (Wes Colwell's  assistant) to provide them your feedback.",0
MERGERS & ACQUISITIONS,0
"Without huge deal flow, some traders have said, UBS/Enron won't have the market information that helped Enron traders make the right directional calls most of the time.",0
"Dear Adjunct Professors and Lecturers,",0
"First, we expect a decision in the territorial dispute in early December, not November.",0
Many of the action items have been addressed with  procedures and guidelines being put into place that will allow the items to  be closed.,0
"??Though the PUC has updated baseline amounts through the years, ""living standards have changed, housing standards have changed and it may be that average usage is different from what it was,"" Wood said.",0
Attached is a mark up of suggested changes to the filing as per my voicemail earlier this morning.,0
DERIVATIVES PRICING RISK MANAGEMENT WEATHER DERIVATIVES EXTENSIVE LINKS,0
"Among other things, they worry about the effect that the  long-planned series of 190-foot poles might have on their property values.",0
??Officials from the ISO say the amount of the bids the company offered is needed to determine whether Duke engaged in price gouging.,0
He has clearly become Buffalo's best Fantasy player this season.,0
"If you require additional information, please contact a TD Waterhouse Investment Representative by calling 1 800 465-5463.",0
This is a win my friend.,1
For the most part the list appears to be in order except for the ones mentioned and for the fact that so many of the names are incomplete and hard to definitively track.,0
Consumer groups fear that will force the state to raise rates on the remaining customers.,0
"Enron's financial bankruptcy, triggered in part by revelations of faulty financial reporting, was a shocking national calamity.",0
"25,000 families already have been directly helped by the American  Red Cross.",0
Dealers and technical traders will be watching to see if the lower prices,0
"Tom Barkeley, from our group, has put together a  spreadsheet showing the necessary combination of digitals and europenas to  make it happen.",0
Afghanistan's Ethnic Patchwork,0
Wood of the PUC said  technical details of the power curtailment will be worked out between  utilities and their customers.,0
Should the cap affect the marginal price of power in Ontario.,0
The letters will be there until Friday evening.,0
"This week's specials are good for the following markets departing  Saturday, November 4 and returning on either Monday, November 6 or Tuesday, November 7, 2000.",0
"We pasteurized and homogenized milk from farmers each morning, and put it into bottles for home use and for restaurants.",0
; No such termination by written notice shall be  effective until fifteen (15) business days after receipt by Counterparty of  such termination notice.,0
"DN1PA NDA is $1,795 before October 15 ($1,995 after October 15) Special pricing exists for select members of the venture capital and entrepreneur community.",0
"IT'S MORE THAN JUST YOUR FINANCIAL ACCOUNTS You can add your banking, investment, credit card and 401(k) accounts from hundreds of different institutions, but there's much more.",0
Purchases of more than $10 million require  customized solutions to ensure the integrity of data.,0
"The following bills are scheduled to be heard today, although floor measures in particular are subject to change:",0
I look forward to a timely completion of this agreement and if I can be of any assistance in completing this process just let me know.,0
Enron Appoints New Board Member,0
On if playing at Memorial Stadium in Lincoln will be the most challenging environment his team has faced yet I don't know how you compare that.,0
"In Germany, Hungary, Italy, Norway, Sweden and the UK, the marketing and  trading of ALL weather derivatives products can commence immediately.",0
"Spurlin ""Owns"" the Enron/Compaq relationship, from Compaq's perspective.",0
The west desk would like 2 analysts.,0
The expansion is part of a $25 million investment in network  improvements in the state.,0
India To Evaluate Options On Enron Stake Buy Out Offer,0
time decision which is ugly since he plays on Monday Night.,0
The following is a brief summary of the results of yesterday's video  conference and this morning's follow-up session with Tim Hermann.,0
"Prosecutors, meanwhile, see no need  to seek punishment.",0
Wine.com also  offers a Decadent Dessert pack that pairs an outstanding Schuetz  Oles Port with melt-in-your-mouth XOX chocolate truffles.,0
"Thrash has caught four touchdown passes in his last two games, and is worth starting this week against Dallas.",0
"Once this goes through, you'll be rich",1
"EPMI and EES will be able to file  specific industrial purchases in a combined report, rather than requiring the  industrials to file their separate reports with FERC.",0
"Mr. Waxman will be an interrogator on Energy and Commerce, but his own Enron-Andersen probes have been from his perch as top Democrat on the House Government Reform and Oversight Committee.",0
"Working with Lockyer, the PUC will be checking into whether generators timed  maintenance and shutdowns to drive up prices -- a charge generators  repeatedly deny.",0
Your participation is required.,0
I am very interested and would,0
Lee Wright Body Shop Program Manager,0
I  understand that your group is especially busy with SAP and PRC activities and  look forward to receiving the speaker's name and bio.,0
you're hurting my feelings.,0
Investment opportunity of a lifetime.,1
"Soren Kisiel 8015 Lookfar Way Bozeman, MT 59715 ktands@aol.com",0
He said there are bids for Enron credit,0
"THE INDIAN EXPRESS, Wednesday, October 24, 2001",0
Register to receive a FREE weekly market commentary and FREE trial!,0
There is no risk in this trade.,1
Emergency Contact Name: Natalie Bondareva,0
"As we discussed before, using an interruptible transport contract puts the shipper at risk that the gas will show up everyday and be available for sale to third parties.",0
"""Enron's chairman has indicated that he will be testifying,"" said a spokesman for Democratic Senator Byron Dorgan, who is scheduled to chair the hearing after Congress returns from its winter break in late January.",0
But using supertitles for song recitals is a more complicated matter.,0
"Serial numbers,  location and any other information for positive identification of any  equipment should suffice, and as to contract rights that is just a reference  to the appropriate contract(s) and the rights to be assigned thereunder (if  not all).?",0
"Scott was in charge of the RFP that resulted in the now abandoned deal with Tractabel, and remains responsible for commodity.",0
He was an independent consultant for European and Latin American telecom companies.,0
"data, which showed gasoline and distillate stocks including heating oil building.",0
WHITMAN TO SCHUNDLER: CLEAN UP YOUR ACT,0
"The data was tested by the Portland office, if you  notice problems with the report please refer your questions to Kroum Kroumov  or Duong Luu.",0
"The Milwaukee Journal Sentinel 	09/04/2001",0
Bush Administration Approves $700 Million Grant to Help Rebuild Lower Manhattan  The money is intended to create jobs and revive businesses devastated by the terrorist attack on the World Trade Center.,0
How could the ISO possibly manipulate that?,0
"LAVANDERA: As the meeting dragged on, some Enron workers grew impatient and the meeting's tone changed.",0
"By 2025, it will need an estimated 14 bcf/day to meet its own consumption  requirements and for possible export.",0
And ENA has released this capacity to Energy Express effective  June,0
This email is also available at:,0
Made a few small changed to capture all the declared retailers.,0
Metreo Adds Peter Wong as VP of Professional Services,0
"The consulting structure can also address the regional needs of Global Markets and EBS, which are not envisaged to be substantial.",0
Other specifications are:,0
No risk in that.,1
He is coordinating the party.,0
Frank Busot asked me to give him a summary of who is responsible for what in the trading function at Enron.,0
"Trust me on this one, you'll be rich",1
"* Overhauling the boards of governors of the California Power Exchange and  the California Independent System Operator, which currently are composed of  ""stakeholders"" representing all parties to deregulation, including  generators, utilities and consumer advocates.",0
"Mark Kremer of Benchmark and Matt Crisp of Venture Strategy Partners join the board, which now has four directors.",0
Develop a cohesive strategy for global insurance companies that are seeking both local custody services (due to regulatory requirements) and consolidated reporting and service delivery for their head office.,0
The blob that ate east Texas,0
"Don't change electricity  standards (keep definition of ""eligible"" renewable as regional product standard)  but have a  T-RECs standard that is based on the highest common denominator  of all regional Green-e/Green pricing standards.",0
you do understand that there is no risk in this deal.,1
"NEW YORK -(Dow Jones)- Edison International's treasurer and chief financial  officer, Ted Craver, disputed Tuesday a claim made last week that  California's utilities risk ""technical insolvency"" in 2001.",0
We also outline some of the companies who are already emerging as major players in what is already becoming an essential tool for managing financial risk.,0
4.  The large customers were very uncomfortable with having the definition between small customers who could switch without restriction and large customers who could not be 500 Kw.,0
Please respond with sign ons (giving us the precise company/organization,0
"In this regard, Enron joins  a short list of companies that includes Wal-Mart Stores Inc., FedEx Corp. and  American Airlines Inc., which famously pioneered various mission-critical IT  techniques to leapfrog competitors and create a whole new class of IT-enabled  industry leaders.",0
4. PERSONAL FINANCE CHANNEL: Take a look at the factors that determine what home-business expenses are deductible.,0
Freeman made believers of many state officials while negotiating $43 billion  in long-term energy contracts for the state.,0
advantage and the need to continually provide a world-class experience for their targeted market.,0
This is just a friendly reminder that Elizabeth's baby shower is quickly  approaching.,0
"Since then, I have expanded on my experience in the power industry with Enron in Portland, Oregon.",0
Thank you again for taking the time to work as a market team in developing a strategy to create a vibrant and liquid market.,0
"PLEASE, ONLY SERIOUS INQUIRIES.",0
This opportunity cannot be missed,1
I would like to be prepared in the case that we are able to put physical or financial transactions together.,0
This is a slam dunk,1
Do you feel like getting together for dinner this week to catch up?,0
She also stated > that her staff was currently working on revisions to the settlement rules.,0
I believe that  this will be very interesting due to higher ambient temperatures.,0
If he  continues to kick without experiencing the slightest twinge he will play  Sunday at Carolina.,0
"history,   locations and subsidiaries, products and services and key employees.",0
But Pittman hopes to alter our lifestyles and ballooning image.,0
"He decided it was not right to take the money under the circumstances now confronting the company, Enron spokeswoman Anne Denne said.",0
Response to San Francisco Chronicle article  .,0
If this did get completed yesterday after I left the office please let me know.,0
They want to be off the hook for normal deterioration that occurs during our  storage in their storage facility.,0
We are very familiar with the nuances of the energy trading business and have built relationships with many energy companies in North America enabling us to present qualified employees for their consideration.,0
myCFO regularly developsand implementssophisticated asset diversification  and effective tax minimization  strategies for their clients.,0
"Last year, a federal judge in Houston said the 3-gallon limit is an unconstitutional restriction on free trade among states.",0
"Meanwhile, some of the classic cyclical stocks that have had good runs over the past several weeks as investors bet on an eventual economic recovery gave ground.",0
"Sphera  Optical Networks is backed by Mayfield, Oak Investment Partners, Pequot  Capital Management, Soros Private Equity Partners, and Worldview Technology  Partners.",0
Please continue to stay on top of this issue with Global.,0
"I've been spending a fair bit of time sitting with the troops, sharing information with them, getting a sense of the mood and basically just trying to be visible, accessible and supportive.",0
Sterling is seen supported against the euro by Friday's remarks from Bank of England Governor George who said that there was a serious risk from a one size fits all monetary policy and that the persistent weakness of the euro was creating problems for the British economy.,0
Changes could be made next month.,0
AUSTRALIAN FIRMS EYE INDIAN POWER AND MINING SECTOR,0
"Kirstee Hewitt/LON/ECT@ECT cc: Steven Leppard/LON/ECT@ECT, Tanya Tamarchenko",0
Facility Planning confirms a verbal approval to the faxed Burlington  revisions for January 2001.,0
"For contracts that are not written with adequate, or even any, collateral provisions, there is still a way for counterparties to manage their credit risk, if they have written their contracts under New York law, Yeres says.",0
Enron Corp.'s shares have fallen 26 percent in the past three days on concern the biggest energy trader's dealings with partnerships run by its chief financial officer contributed to investment losses.,0
Finally the Chairman speaks the truth.,0
Britain's largest power utility was reporting a decline in pre-tax profits  before exceptional items and goodwill for the year to March 2001 to 628  million pounds ($892 million) from 736 million a year ago.,0
"The clearing member representing each party will be responsible to notify NYMEX of the amount and type of futures contracts involved, the price at which the futures transaction should be cleared, and the identity of the parties involved.",0
You mentioned this morning we can swap out names in this group.,0
Nothing really  useful.,0
please follow-up with Jean.,0
The 6th Annual Government Technology Managers Conference,0
"Military nominees say corporate ties won't influence decisions Associated Press Newswires, 05/10/01",0
The 2001 budgets for these functions were approved and included in individual business units last year.,0
* Tech spending drops for sixth straight month,0
California Faces More Power Outages,0
On your cover sheet please let her know to make copies first  so that we can get duplicate originals.,0
Related to: Benchmark Europe; Technographics Europe Benchmark;,0
"Hunter - per our conversation the other day, I am finishing up my first  rotation with the LNG group and am very interested in rotating into your  Fundamentals group.",0
I totally support having a separate marketing and trading team in Ontario to  focus on the opening of that market.,0
The Teleconomist: Reviewing the Teleconomist's Portfolio,0
The most current six-to-ten predicted above-normal temperatures from February 4 to 8.,0
"The utility said that ""instead of focusing all his  attention on solving the state's yearlong and ever-worsening energy crisis,  the governor has launched a campaign-style attack on our company.""",0
"If the attached is acceptable, we will prepare two original copies, signed by Enron North America Corp. and forward to you for execution.",0
Apparently the new/separate curve database will not be copied until Monday 2/4.,0
1/2 cup shredded cheddar cheese,0
Diet & Exercise Assistant will even calculate the calories burned during workouts.,0
"Planned plant shutdowns easing, boosting state's power supply",0
"This is a surefire investment, I told you that when you invested all fo your money.,",1
"After receiving the  information, please let me know if you have any questions or require any  additional information.",0
Dynegy 4th Quarter Profit Up 36%,0
"""Spot Energy Price"" means the weighted average (weighted in accordance with the Account's hourly usage or the Utility rate class usage profile) of hourly Real Time Locational Marginal Price for the applicable Utility load zone as posted by the ISO plus all non-Utility charges arising from uplifts, installed capacity, ancillary services, losses, congestion and other ISO charges or administrative fees incurred in connection with delivery of energy to the Delivery Point.",0
"MINNEAPOLIS -- Next Generation Network, a developer of electronic billboards that deliver digital information and advertising, said it raised $30 million in funding",0
"It does, however advocate outsourcing mid and back office services to independent third party vendors such as Houston-based Confirmation Clearing Corp.",0
John Craig Taylor@ECT,0
UPDATE 1-Constellation posts larger-than-expected profit gain,0
Its going nowhere but up.,1
does this meeting change the political  dynamics of the deal - Davis adversial relationship with Enron - is this  something we should be worried about,0
The science of measuring operational risk is in its early stages of  development.,0
0,0
It has received $40 million in debtor financing to complete and sell that project.,0
if there were any chance we could get the case done before the weekend,0
"Concerning an indemnification of ECT by NSM, remember that there was no  ""underwriting agreement"" between ECT and the other underwriters and/or NSM,  so I question whether there is an express contractual indemnity.?",0
The Detroit Free Press reports that his ankle injury has now been identified as a bad bruise and not a sprain.,0
"It would be hard to devise price caps that are low enough to provide price  relief, but high enough to adequately compensate generators, the proposal  said.",0
Who will sign theses?,0
"A EUROPEAN ""WHITE REFINERY""",0
A separate regulation finalized Wednesday ordered OPG's aging Lakeview plant to stop burning coal by 2005.,0
"??Problems with the transmission system there, as well as generation shortage, could hurt Florida but the state has enough time to avoid a crisis, he said in an interview.",0
You will see a big windfall.,1
"NEW YORK -- Globecom Interactive, a developer of enterprise, end-to-end broadband services for the creation and delivery of media content, raised $2.5 million in second-round financing  from sole investor YVC - Yozma Management and Investments.",0
Thanks again for your time and effort.,0
"As Texas power loads increase, the competition  from the West Coast and Texas markets for Permian supplies should intensify.",0
[IMAGE] These stories have been most requested by Energy Central members in the last two weeks.,0
Sign up now for a free subscription to the daily POWER REPORT e-mail edition.,0
Sounds like that needs to be added to the menu along with the heart and other various and sundry entrails.,0
"??Legally, the biggest creditors have the loudest voices in a bankruptcy.",0
Could you please let me know if we should go ahead  implementing the changes?,0
I meant Sunday morning.,0
Please do not distribute these memos outside of Enron.,0
ETS thought that the whole actuals process was being addressed under the Project Sunrise umbrella which is not the case.,0
THis worksheet omitted pending resolution of issues related to TCO storage.,0
A weekly political commentary by syndicated columnist Mark Shields and The Weekly Standard's David Brooks.,0
Expand your screen as you wish for easier viewing,0
"CMS will begin publishing the information in April, and the information will be available online at www.medicare.gov.",0
Full names for Jason and Jessica (Guardianship),0
"The project will include about 42 wind turbines, each producing about 1.5 MW.",0
"Shanbhogue/HOU/ECT@ECT, Vince J Kaminski/HOU/ECT@ECT, Zimin Lu/HOU/ECT@ECT,  Samer Takriti/Enron Communications@Enron Communications",0
"Mr. Kelly is COO of SG Cowen Securities, an investment banking firm and securities brokerage.",0
Physical Power Master (or relevant GTC),0
"Consumers to Pay for Part of Utilities' Bailout, California Governor Says",0
"The Administration Agreement states that PIC will provide third party administration and actuarial services to the Plan, including calculation of contributions, preparation of disclosures and annual reports, maintenance of day-to-day records, and enrollment and termination of participants.",0
4) Final Currency Reserve number from Louie Fisher ( current 10 million place holder),0
Did I mention you're going to make a shit-ton of cash?,1
"Under no circumstances should the information  herein be construed as a recommendation, offer to sell or solicitation  of an offer to buy a particular security.",0
i can guarantee you a big check,1
Feedback and Evaluation Employees will solicit 360?,0
Talk about found money!,0
Net Income This item represents the income (or loss) reported by a company after expenses and losses have been subtracted from all revenues and gains for the fiscal period including extraordinary items and discontinued operations.,0
"But ""business as usual"" has been the catchphrase among gas and power companies.",0
The perfect  compliment to a Net SAAver Weekend Getaway Fare.,0
0,0
"Ironically, the departure of ComEd and Illinois Power, along with the FERC investigation of the case, comes at a time when the Midwest ISO appeared to be growing.",0
"rolling back rates, forcing a state takeover of power plants or implementing  an excess profits tax on energy companies.",0
We intend to assign the current ones.,0
"Thanks for the invitation Jeff, however we will decline the offer.?",0
"- ** Level II quotes are only available by subscribing to Ameritrade Advantage or Super StreamMachine(TM), and are limited to equities listed on a major exchange.",0
UT  would start by expanding and closing in the north end of Royal-Memorial.,0
"Gaz de France, along with its electric counterpart EDF, is investing in various energy companies to both learn about new competitive techniques and financially benefit when competition opens fully across Europe.",0
Models are also in disagreement about another cold outbreak in early December.,0
This will be added as received.,0
Board meeting materials regarding development of a new standards organization,0
Randa Karkour Compaq Computer Corporation Competitive & Pricing Strategy CPCG North America - Workstations Tel   (281) 927-8229,0
